ID,Type of Maxim,Context,Statement,MCQ,OEQ,MCQ Answer,MCQ Details,OEQ Answer
81,relation,철수 집에 놀러 간 영희는 주방에 많은 귤이 쌓여 있는 것을 보고 귤이 왜 이렇게 많은지 물었고 철수는 다음과 같이 말했다.,“우리 작은 아버지께서 제주도에 사셔.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 작은 아버지께서 귤을 보내주었다.
(2) 작은 아버지의 거주지는 제주도이다.
(3) 제주도 사람들은 귤을 좋아하지 않는다.
(4) 작은 아버지께서 전원 주택에 사신다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",작은 아버지께서 귤을 보내주었다는 의미
82,relation,철수는 영희에게 내일 아침 함께 조깅할 것을 제안하였고 영희는 다음과 같이 말했다.,“무릎 인대가 파열된 적이 있어.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 함께 조깅을 가지 않겠다.
(2) 무릎 인대가 파열 된 적 있다.
(3) 매일 아침 조깅을 하고 있다.
(4) 친구 생일에 초대를 받았다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",함께 조깅을 가지 않겠다는 의미
83,relation,영희는 동창회에서 오랜만에 만난 철수에게 사업은 잘 되냐고 물었고 철수는 다음과 같이 말했다.,“다음 달에 포르쉐 한 대 뽑으려고.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 사업이 잘 되고 있다.
(2) 다음 달에 포르쉐를 구매할 계획이다.
(3) 자동차 관련 사업을 하고 있다.
(4) 과속 단속에 걸려 벌금을 지불했다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",사업이 잘 되고 있다는 의미
84,relation,철수와 점심 약속을 한 영희는 약속 장소에 도착했다. 영희는 철수에게 전화를 걸어 도착하는데 얼마나 걸리는지 물었고 철수는 다음과 같이 말했다.,“버스를 놓쳤어”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 약속 시간에 늦을 것 같다.
(2) 버스를 타려 했으나 놓치고 말았다.
(3) 버스 기사는 배려심이 부족하다.
(4) 버스보다 지하철이 친환경적이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",오래 걸린다 / 약속 시간에 늦을 것 같다는 의미
85,relation,철수는 영희에게 주말에 영어 회화 모임에 같이 갈 것을 물었고 영희는 다음과 같이 말했다.,“나는 독일어 전공자잖아.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영어 회화 모임에 같이 가지 않을 것이다.
(2) 영희는 대학교에서 독일어를 전공했다.
(3) 영희는 독일어 회화 모임에 갈 것이다.
(4) 독일어는 영어보다 문법이 복잡하다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영어 회화 모임에 같이 가지 않을 거라는 의미
86,relation,철수는 독일에서 교환학생 프로그램을 지원하려 준비 중이다. 철수는 영희에게 너는 독일로 교환학생을 갈 생각이 없는지 물었고 영희는 다음과 같이 말했다.,“난 이미 고등학교 때 독일에서 살다왔잖아.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 독일로 교환학생을 갈 생각이 없다.
(2) 고등학생 시절 독일에서 살았었다.
(3) 기회만 되면 독일로 또 다시 가고 싶은 마음이다.
(4) 독일 이민을 고려 중이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",독일로 교환학생을 갈 생각이 없다는 의미
87,relation,영희는 철수에게 수영을 함께 가자고 권했고 철수는 다음과 같이 말했다.,“집에 수영복이 있는지 찾아봐야겠다.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 같이 수영하러 가겠다.
(2) 집에 수영복이 있는 지 확인할 필요가 있다.
(3) 수영하러 가고 싶지 않다.
(4) 야식을 즐겨 먹는 편이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",같이 수영하러 가겠다는 의미
88,relation,수학 시험 점수가 발표되었고 철수는 영희에게 시험을 잘 봤냐고 물었다. 그러자 영희는 다음과 같이 말했다.,“내가 수학은 좀 하지”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 수학 시험을 잘 봤다.
(2) 수학에 재능이 있다.
(3) 수학 시험 점수를 아직 확인하지 않았다.
(4) 수학 공부를 열심히 하면 과학 점수도 함께 오른다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",수학 시험을 잘 봤다는 의미
89,relation,내일 출근하냐는 어머니의 질문에 철수가 다음과 같이 말했다.,“내일은 늦잠 자려구요.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 내일 출근하지 않는다.
(2) 내일 늦잠을 잘 예정이다.
(3) 내일 출근해야 하는 현실이 마음에 들지 않는다.
(4) 요즘 감기가 유행이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",내일 출근하지 않는다는 의미
90,relation,철수는 영희에게 노래방에 가자고 제안했고 영희는 다음과 같이 말했다.,“내가 목감기에 걸렸어.”,"다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 노래방에 같이 가지 않겠다.
(2) 목감기 진단을 받았다.
(3) 따뜻한 음료를 마시고 싶다.
(4) 핸드폰을 바꿀 생각이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",노래방에 같지 가지 않겠다는 의미
91,manner,영희는 평소 자신에게 못되게 굴던 직장동료가 상사에게 심하게 혼나는 것을 보고 다음과 같이 말했다.,"""시원하다""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 직장 동료가 혼나서 유쾌하다.
(2) 코가 시원하게 뻥 뚫렸다.
(3) 코가 뻥 뚫리듯 상사의 분노가 폭발했다.
(4) 퇴근 길 도로 정체가 해소될 것이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",직장 동료가 혼나서 유쾌하다는 의미
92,manner,철수는 할머니의 수술을 끝내고 나온 의사에게 수술 결과가 어떤지에 대해 물었다. 의사는 다음과 같이 말했다.,"""나쁘지 않은 것 같은데 좋다고 말하기도 어렵네요.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 수술 결과에 대해 말하기 주저스럽다.
(2) 수술 결과가 나쁘지도 좋지도 않다.
(3) 인생은 나쁠 것도 좋을 것도 없다.
(4) 의사의 근무 조건에는 특별히 불평할 것이 없다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",수술 결과에 대해 말하기 주저스럽다 / 수술 결과가 좋지 않다는 의미
93,manner,철수가 서점에서 고른 책이 마음에 드는지 물어보자 영희는 다음과 같이 말했다.,"""이건 안 살 수가 없어""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 책이 매우 마음에 든다.
(2) 딱히 책을 구매하지 않을 제약사항이 없다.
(3) 책을 구매하는데 주저될 만한 감정이 유발된다.
(4) 책의 내용이 너무 복잡하다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",책이 매우 마음에 든다는 의미
94,manner,음악에 문외한인 영희는 친한 친구 철수에게 콘서트가 어땠는지 물어보았다. 철수는 다음과 같이 말했다.,"""가수가 아드 리비툼하고 점점 알라르간도한 일련의 노래를 불렀어.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 해당 주제에 대해 대화하기 싫다.
(2) 가수가 자유롭고 점점 느려지면서 폭넓게 세지는 일련의 노래를 불렀다.
(3) 가수의 노래가 섬세하지 못하고 볼품 없다.
(4) 콘서트장이 매우 화려하다.
",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",해당 주제에 대해 대화하기 싫다 / 콘서트가 별로였다는 의미
95,manner,식당에서 음식이 입맛에 맞는지 묻는 철수에게 영희가 다음과 같이 말했다.,"""추가 주문 안 할 수 없겠는데.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 음식이 매우 맛있다.
(2) 딱히 더 주문하지 않은 제약사항이 없다.
(3) 음식을 더 주문해도 괜찮을 지 고민이 된다.
(4) 식사 후 커피를 마실 생각이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",음식이 매우 맛있다는 의미
96,manner,영희는 철수에게 현재 어느 회사에 다니는지 물어보았다. 그러자 철수는 다음과 같이 말했다.,"""저는 서비스 업계에서 200억 달러 수익을 창출하는 다국적 기업의 관계자로, 자동차 산업과 협력하는 일을 하고 있습니다.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 자신이 어떤 일을 하는지 밝히기 싫다
(2) 큰 규모의 글로벌 기업에서 중요한 역할을 하고 있다.
(3) 자신이 앞으로 큰 사람이 될 자신의 미래를 넌지시 암시한다.
(4) 앞으로 자동차 산업이 유망할 것이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",자신이 어떤 일을 하는지 밝히기 싫다는 의미
97,manner,철수가 영희의 가족사진에 있는 영희의 언니를 가리키며 누구냐고 물었다. 영희는 다음과 같이 말했다.,"""우리 엄마 첫째딸이야.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 직원과 영희는 자매이며 장난스러움을 표현한다.
(2) 엄마의 첫 번째 딸이며 본인과는 혈연관계에 있지 않다.
(3) 직원과 자신의 비밀스러운 관계를 나타낸다.
(4) 영화관 직원은 난처한 상황에 놓여 있다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context","직원과 영희는 자매이며, 사이가 가깝지 않거나 장난을 많이 치는 사이라는 의미"
98,manner,해가 쨍쨍한 맑은 날에 깨끗히 닦인 영희의 새 차를 발견한 철수는 같이 있던 영희에게 다음과 같이 말했다.,"""이야 눈부시다.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 깨끗한 영희의 새 차가 감탄스럽다.
(2) 해가 쨍쨍한 맑은 날이 눈이 부시다.
(3) 영희의 차가 비싼 차임을 나타낸다.
(4) 눈이 뜨기 힘들 정도로 공기 질이 탁하다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",깨끗한 영희의 새 차를 보고 감탄하는 의미
99,manner,시험을 앞둔 영희는 선생님에게 대화함축 관련 문제가 시험에 나오는지 물었다. 선생님은 다음과 같이 말했다.,"""나올 수도 있고 안 나올 수도 있죠""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.

(1) 대화함축 관련 문제 출제 여부를 알려주고 싶지 않다.
(2) 대화함축 관련 문제 출제 여부가 확실하지 않다.
(3) 대화함축 관련 문제 출제의 가능 여부가 결정되지 않았다.
(4) 대화함축 관련 문제를 출제하기에는 수업 진도가 너무 느리다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",대화함축 관련 문제가 출제되었는지 알려주고 싶지 않다.
100,manner,"철수는 소개팅에서 만난 영희가 마음에 들어 애프터를 신청하고자 한다. 철수가 언제 또 만나면 좋을지 묻자, 영희가 다음과 같이 말했다.","""언젠가 시간 되면 또 만나요""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.

(1) 애프터 신청을 거절하고자 한다.
(2) 시간이 되면 또 만나자고 제안하고 있다.
(3) 애프터 신청을 받아들이고 싶으나 시간적 여유가 없다.
(4) 철수의 부모님을 찾아뵐 것이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",애프터 신청을 거절하고자 한다.
101,manner,길 건너편에서 철수를 보고 손짓하는 여성이 누구인지 묻는 직장 동료에게 철수는 다음과 같이 말했다.,"""우리 장모님 따님이셔.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 여성은 철수의 아내이며 장난스러움을 표현한다.
(2) 여성은 장모님의 딸이며 본인과 직접적인 관계에 있지 않다.
(3) 여성과 철수의 비밀스러운 관계를 나타낸다.
(4) 장모님은 사교적인 성격을 가졌다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",철수는 아내와의 관계가 소원하다 / 철수는 장모님과 매우 친하다 / 철수는 쑥스럽다는 의미
102,manner,"철수의 어머니가 사고로 병원에 입원했다. 의사에게 어머니의 상태가 어떤지 묻자, 의사는 다음과 같이 말했다.","""글쎄요, 가끔 기적이 일어나기도 하니까요, 기다려봅시다.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.

(1) 어머니의 상태는 위중하다.
(2) 병원에서는 가끔 기적이 일어나기 때문에 기다려야 한다.
(3) 어머니의 상태가 기적적으로 호전되었다.
(4) 병원에서 복권을 긁은 대부분의 사람들이 당첨금을 받았다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",어머니의 상태는 위중하다 / 어머니의 상태에 대해 언급하기 주저스럽다.
103,manner,외계인의 존재 여부에 대해 물어보는 영희에게 철수는 다음과 같이 말했다.,"""없다고 할 순 없지.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 입증 가능한 근거는 없으나 외계인은 존재할 것이라 생각한다.
(2) 없다는 말을 발화할 능력이 되지 않는다.
(3) 외계인이 실존한다는 사실을 알려주기 곤란하다.
(4) 평행 우주의 존재 가능성을 시인한다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",입증 가능한 근거는 없으나 외계인은 존재할 것이라는 의미
104,manner,자신이 고른 선물을 부모님이 좋아하실지 걱정하는 영희에게 철수는 다음과 같이 말했다.,"""이거 싫어하는 사람을 본 적이 없어.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 영희는 걱정을 하지 않아도 된다.
(2) 영희가 고른 선물을 선물 받을 사람들은 모두 선물을 딱히 싫어하지 않았다.
(3) 영희가 고른 선물은 비교적 저렴한 선물에 해당한다.
(4) 영희는 엄마와 자주 외식을 한다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 걱정을 하지 않아도 된다는 의미
105,manner,기숙사 앞 편의점이 일주일간 문을 닫는다는 소식을 듣고 간식을 좀 사 놨는지 묻는 철수에게 영희는 다음과 같이 말했다.,"""내 방에 편의점 차렸어""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요. 
(1) 영희는 기숙사 방에 간식을 많이 사 두었다.
(2) 영희는 본인의 방에서 편의점을 운영한다.
(3) 영희의 방은 간식은 신경쓰지 않아도 될 만큼 안락하다.
(4) 편의점은 비용에 상응하는 편의를 제공한다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 기숙사 방에 간식을 많이 사 두었다는 의미
106,manner,새로 살 방을 둘러본 영희는 방이 어떤지 물어보는 집주인에게 다음과 같이 말했다.,"""나쁘지 않은 것 같은데 생각을 좀 해 봐야겠어요.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희는 둘러본 방이 마음에 들지 않는다.
(2) 영희는 둘러본 방이 나쁘지 않은데 아직 잘 모르겠다.
(3) 영희는 방이 너무 마음에 들어서 당장 계약하고자 한다.
(4) 영희는 기숙사에 입주하고자 한다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 방이 마음에 쏙 들지 않는다는 의미
107,manner,얼리어댑터인 철수는 얼마 전 새롭게 출시된 핸드폰 모델 구매를 고민하는 영희에게 다음과 같이 말했다.,"""추천하지 않을 수 없어.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 영희에게 핸드폰 구매를 적극 추천한다.
(2) 영희에게 핸드폰 구매를 어떤 일이 있더라도 추천해야 한다.
(3) 지금 핸드폰을 할인가로 구매할 수 있음을 알린다.
(4) 중고거래 핸드폰 앱을 다운받을 것을 추천한다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",새로운 핸드폰 모델을 구매하라는 의미
108,manner,상대 정당의 후보자가 거짓 유세를 한 것인지 질문하는 기자에게 영희는 다음과 같이 말했다.,"""그런 생각의 방향을 바꿔드리고 싶진 않군요.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 상대 정당의 후보자가 거짓 유세를 한 것이 맞다.
(2) 기자의 사고방식은 그대로 유지되어야 한다.
(3) 상대 정당의 후보자는 진실된 유세를 하였다.
(4) 선거의 결과가 예측되기 어려울 정도로 지지율이 박빙이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",상대 정당의 후보자가 거짓 유세를 한 것이 맞다는 의미
109,manner,매년 초록색으로 만들던 책자의 표지 색깔을 이번에는 어떤 것으로 하면 좋을지 물어보는 직원에게 사장이 다음과 같이 말했다.,"""지금까지 딱히 문제가 없었잖아""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 책자 표지를 초록색으로 결정해라.
(2) 책자 표지 선정에 대한 의견을 내지 않는다.
(3) 책자 표지는 아무 색으로 해도 상관없다.
(4) 올해 책자는 제작하지 않아도 무방하다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",평소에 만들던 색깔로 동일하게 표지를 맞추라는 의미
110,manner,오늘까지 끝내기로 약속한 설거지를 다 마쳤는지 묻는 남편에게 아내가 다음과 같이 말했다.,"""낮에 설거지 하는데 고등학교 동창 지수가 연락한거 있지? 그래서 잠시 집 앞 카페에서 만나 이야기 나눴거든. 근데 지수가 길 가다가 우연히 당신 모습을 보고 내가 생각났었대.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 설거지를 다 마치지 않았다.
(2) 설거지를 모두 마치고 집 앞 카페에서 친구와 이야기를 나누었다.
(3) 설거지 잘 하는 법을 알려준 동창 친구에게 답례로 커피를 사 주었다.
(4) 동창 친구 덕분에 앞으로 설거지를 하지 않아도 된다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",아이의 방 상태가 난장판이라는 의미
111,manner,"남편이 새로 산 시계를 보고 아내가 그 시계를 어디서 샀는지 묻자, 남편이 다음과 같이 말했다.","""그러니까 말이야, 어제 김 대리가 나한테 여자친구 선물을 골라달라고 해서 같이 따라가줬거든? 그런데 김 대리가 이 시계를 보더니 나한테 정말 잘 어울릴 것 같다고 하더란 말이야...""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 시계를 구입한 것은 합리적인 선택이다.
(2) 김 대리의 추천으로 어쩔 수 없이 시계를 구입했다.
(3) 김 대리의 여자친구와 사귀게 되었다.
(4) 시계의 원산지인 스위스로 여행을 갈 것이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",시계의 구입은 함리적인 선택이라는 의미
112,manner,"역사 동아리 시간에 한국, 중국, 일본을 한중일로 줄여 언급하는 철수에게 같이 있던 영희가 다음과 같이 말했다.","""한중일이 아니고 한일중이지.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 역사적 시각에서 중국보다 일본을 더 지지한다.
(2) 한중일은 틀린 표현이고 한일중이 알맞은 표현이다.
(3) 한국, 일본, 중국 순서로 현장 답사를 갈 것이다.
(4) 역사 동아리의 이름은 한일중이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 역사적 시각에서 중국보다 일본을 더 지지한다는 의미
113,manner,평소 공부를 매우 잘하는 영희가 전기기사 자격증 시험의 난이도에 대해 물어보자 철수가 다음과 같이 말했다.,"""쉽다고는 말 못하지.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 공부를 잘하는 영희라도 쉽지 않을 것이다.
(2) 어떤 일이 있더라도 쉽다는 대답을 할 수 없다.
(3) 그 어느 사람도 아직 시험에 합격하지 못했다.
(4) 철로 된 갑옷과 좋은 품종의 말을 구하는 것은 어렵다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",평소 공부를 잘하는 영희에게도 어려울 만큼 난이도가 높을 거라는 의미
114,manner,백화점에서 철수에게 손짓으로 인사하는 한 남자를 보고 영희가 누구인지 물었다. 철수는 다음과 같이 말했다.,"""우리 엄마 남편 분이셔.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 손짓한 남자는 철수의 아빠이다.
(2) 손짓한 남자는 철수 엄마의 배우자이며, 철수와 아무런 관계가 없다.
(3) 손짓한 남자를 직접 보는 것은 처음이다.
(4) 손짓한 남자가 입은 옷의 브랜드가 궁금하다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",손짓한 남자는 철수의 아빠이다 / 철수는 아빠와의 사이가 어색하다 / 철수는 아빠와 장난을 많이 치는 사이이다.
115,manner,경찰서에서 조사를 받던 영희는 혐의를 입증하는 증거가 나오자 다음과 같이 말했다.,"""이제 더 이상 부정할 수 없겠군요.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 혐의를 인정하기 싫음에도 어쩔 수 없이 시인한다.
(2) 어떤 일이 있더라도 수용할 수 밖에 없다.
(3) 부정하지 않더라도 보석금을 통해 풀려날 수 있다.
(4) 조사를 진행하던 경찰관이 범인이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",혐의를 인정하기 싫지만 어쩔 수 없이 시인한다는 의미
116,manner,한창 학위논문을 작성하고 있는 영희에게 철수가 힘들지 않는지 물었다. 영희는 다음과 같이 말했다.,"""아니라고는 말 못하겠다.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 긍정적으로 생각해도 학위논문 작성은 힘들다.
(2) 아니라는 말을 입으로 발화할 수 없다.
(3) 학위논문 작성에 대해 대화하기 싫다.
(4) 다음 학기에 대학원으로 진학할 것이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",아무리 긍정적으로 생각해 보아도 학위논문 작성이 힘들다는 의미
117,manner,철수와 영희는 새로 오픈한 사진 스튜디오의 이름을 정하고 있다. 철수가 '철영 스튜디오'를 제안하자 영희가 다음과 같이 말했다.,"""영철 스튜디오로 해야지.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 스튜디오 이름을 통해 자신의 유의미함을 더 드러내고자 한다.
(2) 스튜디오 이름은 반드시 영철 스튜디오로 정해야 한다.
(3) 철영 스튜디오는 옆 동네에 이미 있기 때문에 적절한 이름이 아니다.
(4) 철영 스튜디오라는 이름을 듣고 마음이 철렁 내려앉았다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 스튜디오에서 자신이 더 의미 있음을 스튜디오 이름을 통해 드러내고 싶다는 의미
118,manner,모 대기업 고위 간부의 비리를 저지른 것인지 묻는 리포터에게 관련 소식을 폭로한 철수가 다음과 같이 말했다.,"""그에 대해 굳이 더 말씀드릴 필요는 없을 것 같네요.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 대기업 고위 간부가 비리를 저지른 것은 사실이다.
(2) 관련 대화를 더 이어나가지 않아도 된다.
(3) 대기업 고위 간부에게 직접 물어보아야 알 수 있다.
(4) 대기업 고위 간부와 학창시절 절친이었다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",대기업 고위 간부가 비리를 저지른 것은 사실이라는 의미
119,manner,부하에게 부당한 요구를 일삼는 상관이 시키는 일을 계속 할건지 묻는 영희에게 철수가 다음과 같이 말했다.,"""안 한다고는 할 수 없어.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 상관의 요구에 따르고 싶지 않지만 요구에 따를 수 밖에 없다.
(2) 안 한다는 말을 입으로 소리내어 발화할 능력이 없다.
(3) 상관보다 먼저 진급하여 똑같이 되갚아 줄 것이다.
(4) 다음 달까지 조직에서 나갈 수 있도록 준비하고 있다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",못마땅한 상관의 요구에 따르고 싶지 않지만 그렇게 할 수 밖에 없다는 의미
120,manner,식당에서 생선을 발라먹는 데에 애를 먹는 철수에게 영희가 다음과 같이 말했다.,"""내가 갈라쇼 보여줄게.""","다음 보기에서 위 발화가 갖는 가장 적절한 의미를 고르세요.
(1) 철수의 생선 가시를 잘 발라주겠다.
(2) 자리에서 일어나 직접 갈라쇼를 보여주겠다.
(3) 갈라쇼의 티켓을 철수 것까지 예매하겠다.
(4) 생선을 테마로 갈라쇼를 기획하면 성공적일 것이다.",위 발화가 갖는 가장 적절한 의미를 서술하세요.,1,"(1) answer
(2) literal interpretation
(3) wrong implicature within context
(4) wrong implicature out of context",영희는 생선 가시를 아주 잘 바르고 철수의 생선을 발라준다는 의미
